kargo_id,satis_id,alici_adi,sehir,kargo_durumu,kargoya_verilis_tarihi,teslimat_tarihi
KRG-3726,3726,Zeynep C.,Samsun,Teslim Edildi,2025-12-18,2025-12-21
KRG-3727,3727,Burak T.,Kocaeli,İade Teslim Alındı,2025-12-19,2025-12-21
KRG-3728,3728,Burak T.,İstanbul,İade Teslim Alındı,2025-12-19,2025-12-21
KRG-3729,3729,Elif S.,Kocaeli,Teslim Edildi,2025-12-19,2025-12-20
KRG-3730,3730,Ayşe K.,Balıkesir,Teslim Edildi,2025-12-19,2025-12-20
KRG-3731,3731,Mehmet D.,Samsun,Teslim Edildi,2025-12-20,2025-12-21
KRG-3732,3732,Zeynep C.,Bursa,Teslim Edildi,2025-12-20,2025-12-23
KRG-3733,3733,Caner B.,Adana,Teslim Edildi,2025-12-20,2025-12-22
KRG-3734,3734,Mehmet D.,Ankara,Teslim Edildi,2025-12-20,2025-12-21
KRG-3735,3735,Fatma A.,İzmir,Teslim Edildi,2025-12-21,2025-12-22
KRG-3736,3736,Elif S.,Bursa,Teslim Edildi,2025-12-20,2025-12-21
KRG-3737,3737,Cemre Y.,İstanbul,Teslim Edildi,2025-12-20,2025-12-21
KRG-3738,3738,Burak T.,Kocaeli,Teslim Edildi,2025-12-20,2025-12-22
KRG-3739,3739,Ali M.,Balıkesir,Teslim Edildi,2025-12-21,2025-12-22
KRG-3740,3740,Ali M.,Balıkesir,Teslim Edildi,2025-12-21,2025-12-24
KRG-3741,3741,Elif S.,Ankara,Teslim Edildi,2025-12-20,2025-12-21
KRG-3742,3742,Ayşe K.,Adana,Teslim Edildi,2025-12-20,2025-12-21
KRG-3743,3743,Cemre Y.,Kocaeli,Teslim Edildi,2025-12-20,2025-12-22
KRG-3744,3744,Burak T.,Antalya,İade Teslim Alındı,2025-12-20,2025-12-22
KRG-3745,3745,Mehmet D.,Balıkesir,Teslim Edildi,2025-12-21,2025-12-23
KRG-3746,3746,Zeynep C.,Adana,Teslim Edildi,2025-12-21,2025-12-23
KRG-3747,3747,Ahmet Y.,Eskişehir,Teslim Edildi,2025-12-21,2025-12-24
KRG-3748,3748,Ahmet Y.,İstanbul,Teslim Edildi,2025-12-20,2025-12-22
KRG-3749,3749,Fatma A.,Samsun,Teslim Edildi,2025-12-20,2025-12-21
KRG-3750,3750,Fatma A.,Samsun,Teslim Edildi,2025-12-21,2025-12-23
KRG-3751,3751,Cemre Y.,İzmir,Teslim Edildi,2025-12-22,2025-12-23
KRG-3752,3752,Mehmet D.,Ankara,Teslim Edildi,2025-12-22,2025-12-23
KRG-3753,3753,Mehmet D.,Adana,Teslim Edildi,2025-12-21,2025-12-23
KRG-3754,3754,Fatma A.,Bursa,Teslim Edildi,2025-12-22,2025-12-23
KRG-3755,3755,Fatma A.,Bursa,Teslim Edildi,2025-12-21,2025-12-24
KRG-3756,3756,Ayşe K.,Eskişehir,Teslim Edildi,2025-12-21,2025-12-23
KRG-3757,3757,Fatma A.,Eskişehir,Teslim Edildi,2025-12-22,2025-12-23
KRG-3758,3758,Fatma A.,Eskişehir,Teslim Edildi,2025-12-21,2025-12-22
KRG-3759,3759,Ali M.,Samsun,Teslim Edildi,2025-12-22,2025-12-25
KRG-3760,3760,Ayşe K.,Kocaeli,Teslim Edildi,2025-12-21,2025-12-24
KRG-3761,3761,Burak T.,Bursa,Teslim Edildi,2025-12-21,2025-12-23
KRG-3762,3762,Elif S.,Kocaeli,Teslim Edildi,2025-12-22,2025-12-25
KRG-3763,3763,Ahmet Y.,İstanbul,Teslim Edildi,2025-12-22,2025-12-24
KRG-3764,3764,Elif S.,Balıkesir,Teslim Edildi,2025-12-21,2025-12-24
KRG-3765,3765,Caner B.,Bursa,Teslim Edildi,2025-12-21,2025-12-24
KRG-3766,3766,Burak T.,Kocaeli,Teslim Edildi,2025-12-21,2025-12-23
KRG-3767,3767,Elif S.,İstanbul,İade Teslim Alındı,2025-12-22,2025-12-25
KRG-3768,3768,Ahmet Y.,İzmir,Teslim Edildi,2025-12-22,2025-12-23
KRG-3769,3769,Ahmet Y.,İstanbul,Teslim Edildi,2025-12-22,2025-12-23
KRG-3770,3770,Caner B.,Balıkesir,Teslim Edildi,2025-12-21,2025-12-22
KRG-3771,3771,Mehmet D.,İzmir,Teslim Edildi,2025-12-21,2025-12-24
KRG-3772,3772,Mehmet D.,Balıkesir,Teslim Edildi,2025-12-23,2025-12-25
KRG-3773,3773,Ahmet Y.,Kocaeli,Teslim Edildi,2025-12-22,2025-12-23
KRG-3774,3774,Caner B.,Samsun,Teslim Edildi,2025-12-23,2025-12-26
KRG-3775,3775,Ahmet Y.,Kocaeli,Teslim Edildi,2025-12-22,2025-12-24
KRG-3776,3776,Ahmet Y.,Adana,Teslim Edildi,2025-12-22,2025-12-23
KRG-3777,3777,Mehmet D.,İzmir,Teslim Edildi,2025-12-22,2025-12-25
KRG-3778,3778,Ayşe K.,Eskişehir,Teslim Edildi,2025-12-23,2025-12-26
KRG-3779,3779,Zeynep C.,Eskişehir,Teslim Edildi,2025-12-22,2025-12-24
KRG-3780,3780,Cemre Y.,İstanbul,Teslim Edildi,2025-12-22,2025-12-23
KRG-3781,3781,Mehmet D.,Balıkesir,Teslim Edildi,2025-12-22,2025-12-24
KRG-3782,3782,Ayşe K.,Kocaeli,Teslim Edildi,2025-12-22,2025-12-25
KRG-3783,3783,Fatma A.,İzmir,Teslim Edildi,2025-12-23,2025-12-26
KRG-3784,3784,Fatma A.,Ankara,Teslim Edildi,2025-12-22,2025-12-23
KRG-3785,3785,Ayşe K.,Bursa,Teslim Edildi,2025-12-24,2025-12-27
KRG-3786,3786,Caner B.,Balıkesir,Teslim Edildi,2025-12-23,2025-12-26
KRG-3787,3787,Ali M.,Adana,Teslim Edildi,2025-12-23,2025-12-24
KRG-3788,3788,Elif S.,Eskişehir,Teslim Edildi,2025-12-24,2025-12-25
KRG-3789,3789,Ahmet Y.,Eskişehir,Teslim Edildi,2025-12-24,2025-12-27
KRG-3790,3790,Ahmet Y.,İzmir,Teslim Edildi,2025-12-24,2025-12-26
KRG-3791,3791,Burak T.,Balıkesir,Teslim Edildi,2025-12-24,2025-12-25
KRG-3792,3792,Fatma A.,Samsun,Teslim Edildi,2025-12-25,2025-12-27
KRG-3793,3793,Cemre Y.,Antalya,İade Teslim Alındı,2025-12-24,2025-12-26
KRG-3794,3794,Ali M.,Balıkesir,Teslim Edildi,2025-12-24,2025-12-26
KRG-3795,3795,Elif S.,Kocaeli,Teslim Edildi,2025-12-25,2025-12-28
KRG-3796,3796,Elif S.,Adana,Teslim Edildi,2025-12-25,2025-12-28
KRG-3797,3797,Ahmet Y.,Adana,Teslim Edildi,2025-12-25,2025-12-26
KRG-3798,3798,Ayşe K.,Ankara,Teslim Edildi,2025-12-24,2025-12-27
KRG-3799,3799,Caner B.,Kocaeli,Teslim Edildi,2025-12-25,2025-12-27
KRG-3800,3800,Ali M.,İzmir,İade Teslim Alındı,2025-12-25,2025-12-27
KRG-3802,3802,Ahmet Y.,Bursa,Teslim Edildi,2025-12-24,2025-12-25
KRG-3803,3803,Mehmet D.,Samsun,Teslim Edildi,2025-12-24,2025-12-26
KRG-3804,3804,Elif S.,Adana,Teslim Edildi,2025-12-25,2025-12-27
KRG-3806,3806,Cemre Y.,Bursa,Teslim Edildi,2025-12-26,2025-12-28
KRG-3807,3807,Ali M.,Samsun,Teslim Edildi,2025-12-25,2025-12-28
KRG-3808,3808,Burak T.,Antalya,Teslim Edildi,2025-12-26,2025-12-29
KRG-3809,3809,Zeynep C.,Kocaeli,Teslim Edildi,2025-12-25,2025-12-26
KRG-3810,3810,Ahmet Y.,Ankara,Teslim Edildi,2025-12-26,2025-12-29
KRG-3811,3811,Fatma A.,Samsun,Teslim Edildi,2025-12-25,2025-12-27
KRG-3812,3812,Mehmet D.,İzmir,Teslim Edildi,2025-12-25,2025-12-28
KRG-3813,3813,Burak T.,İzmir,Teslim Edildi,2025-12-27,2025-12-28
KRG-3814,3814,Fatma A.,Balıkesir,Teslim Edildi,2025-12-27,2025-12-30
KRG-3815,3815,Mehmet D.,Eskişehir,İade Teslim Alındı,2025-12-26,2025-12-29
KRG-3816,3816,Mehmet D.,Bursa,Teslim Edildi,2025-12-27,2025-12-29
KRG-3817,3817,Ahmet Y.,Ankara,Teslim Edildi,2025-12-27,2025-12-30
KRG-3818,3818,Cemre Y.,Kocaeli,Teslim Edildi,2025-12-27,2025-12-28
KRG-3819,3819,Ali M.,Samsun,Teslim Edildi,2025-12-26,2025-12-29
KRG-3820,3820,Elif S.,Antalya,Teslim Edildi,2025-12-26,2025-12-27
KRG-3821,3821,Ayşe K.,Kocaeli,Teslim Edildi,2025-12-26,2025-12-27
KRG-3822,3822,Zeynep C.,Antalya,Teslim Edildi,2025-12-26,2025-12-27
KRG-3823,3823,Cemre Y.,Samsun,Teslim Edildi,2025-12-26,2025-12-28
KRG-3824,3824,Zeynep C.,Eskişehir,Teslim Edildi,2025-12-26,2025-12-27
KRG-3825,3825,Caner B.,Antalya,Teslim Edildi,2025-12-27,2025-12-30
KRG-3826,3826,Caner B.,Balıkesir,Teslim Edildi,2025-12-28,2025-12-31
KRG-3827,3827,Fatma A.,Samsun,Teslim Edildi,2025-12-28,2025-12-31
KRG-3828,3828,Caner B.,Ankara,Teslim Edildi,2025-12-28,2025-12-29
KRG-3829,3829,Ali M.,Samsun,Teslim Edildi,2025-12-28,2025-12-29
KRG-3830,3830,Burak T.,İstanbul,Teslim Edildi,2025-12-27,2025-12-28
KRG-3831,3831,Ayşe K.,Samsun,Teslim Edildi,2025-12-27,2025-12-30
KRG-3832,3832,Elif S.,Samsun,İade Teslim Alındı,2025-12-28,2025-12-29
KRG-3834,3834,Elif S.,Kocaeli,Teslim Edildi,2025-12-28,2025-12-31
KRG-3835,3835,Ahmet Y.,Eskişehir,Teslim Edildi,2025-12-27,2025-12-29
KRG-3836,3836,Ahmet Y.,Bursa,Teslim Edildi,2025-12-28,2025-12-30
KRG-3837,3837,Ayşe K.,Antalya,Teslim Edildi,2025-12-27,2025-12-30
KRG-3838,3838,Zeynep C.,Antalya,Teslim Edildi,2025-12-28,2025-12-31
KRG-3839,3839,Fatma A.,Antalya,Teslim Edildi,2025-12-27,2025-12-30
KRG-3840,3840,Caner B.,İzmir,Teslim Edildi,2025-12-27,2025-12-29
KRG-3841,3841,Elif S.,Eskişehir,Teslim Edildi,2025-12-28,2025-12-29
KRG-3842,3842,Zeynep C.,Ankara,Teslim Edildi,2025-12-28,2025-12-29
KRG-3843,3843,Fatma A.,Balıkesir,Teslim Edildi,2025-12-28,2025-12-31
KRG-3844,3844,Ayşe K.,Eskişehir,Teslim Edildi,2025-12-29,2025-12-30
KRG-3845,3845,Burak T.,Bursa,Teslim Edildi,2025-12-28,2025-12-31
KRG-3846,3846,Elif S.,Kocaeli,Teslim Edildi,2025-12-28,2025-12-31
KRG-3847,3847,Elif S.,İstanbul,Teslim Edildi,2025-12-28,2025-12-31
KRG-3848,3848,Ali M.,Antalya,Teslim Edildi,2025-12-29,2026-01-01
KRG-3849,3849,Cemre Y.,Ankara,Teslim Edildi,2025-12-28,2025-12-31
KRG-3850,3850,Burak T.,Antalya,Teslim Edildi,2025-12-29,2026-01-01
KRG-3851,3851,Burak T.,İzmir,Teslim Edildi,2025-12-29,2026-01-01
KRG-3852,3852,Caner B.,Samsun,Teslim Edildi,2025-12-29,2025-12-30
KRG-3853,3853,Zeynep C.,İstanbul,Teslim Edildi,2025-12-29,2025-12-30
KRG-3854,3854,Ahmet Y.,Kocaeli,Teslim Edildi,2025-12-30,2026-01-02
KRG-3855,3855,Fatma A.,Bursa,Teslim Edildi,2025-12-30,2026-01-02
KRG-3856,3856,Ahmet Y.,Antalya,Teslim Edildi,2025-12-29,2026-01-01
KRG-3857,3857,Zeynep C.,Kocaeli,Teslim Edildi,2025-12-30,2026-01-01
KRG-3858,3858,Fatma A.,Eskişehir,Teslim Edildi,2025-12-30,2026-01-02
KRG-3859,3859,Cemre Y.,Eskişehir,Teslim Edildi,2025-12-30,2026-01-01
KRG-3860,3860,Caner B.,Eskişehir,Teslim Edildi,2025-12-30,2026-01-02
KRG-3862,3862,Mehmet D.,Balıkesir,Teslim Edildi,2025-12-30,2026-01-02
KRG-3863,3863,Ali M.,Samsun,İade Teslim Alındı,2025-12-30,2026-01-02
KRG-3864,3864,Zeynep C.,Adana,İade Teslim Alındı,2025-12-29,2026-01-01
KRG-3865,3865,Fatma A.,Balıkesir,Teslim Edildi,2025-12-29,2025-12-31
KRG-3866,3866,Fatma A.,Kocaeli,Teslim Edildi,2025-12-30,2026-01-01
KRG-3867,3867,Zeynep C.,Kocaeli,Teslim Edildi,2025-12-31,2026-01-02
KRG-3868,3868,Ahmet Y.,Adana,Teslim Edildi,2025-12-31,2026-01-01
KRG-3869,3869,Zeynep C.,İzmir,Teslim Edildi,2025-12-30,2026-01-01
KRG-3870,3870,Caner B.,Samsun,Teslim Edildi,2025-12-30,2026-01-02
KRG-3871,3871,Cemre Y.,Kocaeli,Teslim Edildi,2025-12-30,2026-01-01
KRG-3872,3872,Burak T.,Bursa,Teslim Edildi,2025-12-30,2026-01-01
KRG-3873,3873,Caner B.,Balıkesir,Teslim Edildi,2025-12-30,2025-12-31
KRG-3874,3874,Burak T.,İzmir,Teslim Edildi,2025-12-31,2026-01-01
KRG-3875,3875,Elif S.,İstanbul,İade Teslim Alındı,2025-12-31,2026-01-03
KRG-3876,3876,Ayşe K.,Ankara,Teslim Edildi,2025-12-31,2026-01-01
KRG-3877,3877,Mehmet D.,Bursa,Teslim Edildi,2025-12-31,2026-01-02
KRG-3878,3878,Mehmet D.,İstanbul,Teslim Edildi,2026-01-01,2026-01-02
KRG-3879,3879,Elif S.,Ankara,Teslim Edildi,2025-12-31,2026-01-02
KRG-3880,3880,Burak T.,Eskişehir,Teslim Edildi,2026-01-01,2026-01-04
KRG-3881,3881,Mehmet D.,Ankara,Teslim Edildi,2025-12-31,2026-01-01
KRG-3882,3882,Caner B.,Kocaeli,Teslim Edildi,2026-01-01,2026-01-03
KRG-3883,3883,Fatma A.,Balıkesir,Teslim Edildi,2025-12-31,2026-01-03
KRG-3884,3884,Zeynep C.,Ankara,Teslim Edildi,2026-01-01,2026-01-04
KRG-3885,3885,Ahmet Y.,Adana,Teslim Edildi,2025-12-31,2026-01-03
KRG-3886,3886,Ahmet Y.,Adana,Teslim Edildi,2025-12-31,2026-01-03
KRG-3887,3887,Ahmet Y.,Samsun,Teslim Edildi,2026-01-01,2026-01-03
KRG-3888,3888,Fatma A.,Samsun,Teslim Edildi,2025-12-31,2026-01-02
KRG-3889,3889,Ayşe K.,İzmir,Teslim Edildi,2025-12-31,2026-01-03
KRG-3890,3890,Mehmet D.,Adana,Teslim Edildi,2026-01-02,2026-01-03
KRG-3891,3891,Cemre Y.,İstanbul,Teslim Edildi,2026-01-02,2026-01-03
KRG-3892,3892,Caner B.,Antalya,Teslim Edildi,2026-01-01,2026-01-03
KRG-3893,3893,Ali M.,İzmir,Teslim Edildi,2026-01-02,2026-01-04
KRG-3894,3894,Mehmet D.,Samsun,Teslim Edildi,2026-01-02,2026-01-03
KRG-3896,3896,Ayşe K.,Adana,Teslim Edildi,2026-01-01,2026-01-04
KRG-3897,3897,Fatma A.,Kocaeli,Teslim Edildi,2026-01-01,2026-01-04
KRG-3898,3898,Ahmet Y.,Kocaeli,Teslim Edildi,2026-01-02,2026-01-03
KRG-3900,3900,Ayşe K.,Balıkesir,Teslim Edildi,2026-01-02,2026-01-05
KRG-3901,3901,Ali M.,Adana,Teslim Edildi,2026-01-01,2026-01-03
KRG-3902,3902,Caner B.,Balıkesir,Teslim Edildi,2026-01-01,2026-01-03
KRG-3903,3903,Burak T.,Eskişehir,Teslim Edildi,2026-01-01,2026-01-02
KRG-3904,3904,Zeynep C.,Ankara,Teslim Edildi,2026-01-01,2026-01-04
KRG-3905,3905,Caner B.,Kocaeli,Teslim Edildi,2026-01-02,2026-01-04
KRG-3906,3906,Ahmet Y.,Adana,Teslim Edildi,2026-01-01,2026-01-02
KRG-3907,3907,Caner B.,Samsun,Teslim Edildi,2026-01-02,2026-01-04
KRG-3908,3908,Ahmet Y.,Adana,Teslim Edildi,2026-01-03,2026-01-04
KRG-3909,3909,Fatma A.,Balıkesir,İade Teslim Alındı,2026-01-02,2026-01-04
KRG-3910,3910,Burak T.,Adana,Teslim Edildi,2026-01-02,2026-01-04
KRG-3911,3911,Ahmet Y.,Bursa,Teslim Edildi,2026-01-02,2026-01-05
KRG-3913,3913,Zeynep C.,Bursa,Teslim Edildi,2026-01-03,2026-01-05
KRG-3914,3914,Burak T.,Bursa,Teslim Edildi,2026-01-02,2026-01-04
KRG-3915,3915,Ahmet Y.,Bursa,Teslim Edildi,2026-01-03,2026-01-06
KRG-3917,3917,Elif S.,Eskişehir,İade Teslim Alındı,2026-01-02,2026-01-03
KRG-3918,3918,Cemre Y.,Antalya,Teslim Edildi,2026-01-03,2026-01-06
KRG-3919,3919,Caner B.,Bursa,Teslim Edildi,2026-01-02,2026-01-04
KRG-3920,3920,Burak T.,İstanbul,Teslim Edildi,2026-01-03,2026-01-06
KRG-3921,3921,Fatma A.,Kocaeli,Teslim Edildi,2026-01-02,2026-01-05
KRG-3922,3922,Burak T.,İstanbul,Teslim Edildi,2026-01-02,2026-01-03
KRG-3923,3923,Fatma A.,Ankara,Teslim Edildi,2026-01-02,2026-01-04
KRG-3924,3924,Ayşe K.,İzmir,Teslim Edildi,2026-01-03,2026-01-05
KRG-3925,3925,Caner B.,Eskişehir,Teslim Edildi,2026-01-02,2026-01-03
KRG-3926,3926,Caner B.,Ankara,Teslim Edildi,2026-01-04,2026-01-06
KRG-3927,3927,Ayşe K.,Adana,Teslim Edildi,2026-01-04,2026-01-06
KRG-3928,3928,Ahmet Y.,Kocaeli,Teslim Edildi,2026-01-03,2026-01-05
KRG-3929,3929,Burak T.,İzmir,Teslim Edildi,2026-01-04,2026-01-07
KRG-3930,3930,Fatma A.,Eskişehir,Teslim Edildi,2026-01-03,2026-01-05
KRG-3931,3931,Zeynep C.,Samsun,Teslim Edildi,2026-01-03,2026-01-05
KRG-3932,3932,Fatma A.,Bursa,Teslim Edildi,2026-01-04,2026-01-07
KRG-3933,3933,Mehmet D.,Balıkesir,Teslim Edildi,2026-01-03,2026-01-05
KRG-3934,3934,Elif S.,Kocaeli,Teslim Edildi,2026-01-03,2026-01-04
KRG-3935,3935,Burak T.,İzmir,Teslim Edildi,2026-01-03,2026-01-06
KRG-3936,3936,Mehmet D.,Bursa,Teslim Edildi,2026-01-04,2026-01-05
KRG-3937,3937,Zeynep C.,Ankara,Teslim Edildi,2026-01-03,2026-01-04
KRG-3938,3938,Ali M.,İzmir,Teslim Edildi,2026-01-03,2026-01-04
KRG-3939,3939,Ayşe K.,Ankara,İade Teslim Alındı,2026-01-03,2026-01-05
KRG-3940,3940,Mehmet D.,Balıkesir,Teslim Edildi,2026-01-03,2026-01-05
KRG-3941,3941,Fatma A.,İstanbul,Teslim Edildi,2026-01-03,2026-01-05
KRG-3942,3942,Cemre Y.,Ankara,Teslim Edildi,2026-01-05,2026-01-07
KRG-3943,3943,Cemre Y.,Adana,Teslim Edildi,2026-01-04,2026-01-06
KRG-3944,3944,Cemre Y.,Eskişehir,Teslim Edildi,2026-01-04,2026-01-07
KRG-3945,3945,Fatma A.,Kocaeli,Teslim Edildi,2026-01-04,2026-01-05
KRG-3946,3946,Zeynep C.,Kocaeli,Teslim Edildi,2026-01-05,2026-01-08
KRG-3947,3947,Elif S.,Bursa,Teslim Edildi,2026-01-05,2026-01-08
KRG-3948,3948,Burak T.,Antalya,Teslim Edildi,2026-01-04,2026-01-07
KRG-3949,3949,Burak T.,Antalya,Teslim Edildi,2026-01-04,2026-01-06
KRG-3950,3950,Ali M.,Bursa,Teslim Edildi,2026-01-04,2026-01-06
KRG-3951,3951,Elif S.,Bursa,Teslim Edildi,2026-01-04,2026-01-05
KRG-3952,3952,Zeynep C.,Kocaeli,Teslim Edildi,2026-01-05,2026-01-06
KRG-3953,3953,Elif S.,Balıkesir,Teslim Edildi,2026-01-05,2026-01-06
KRG-3954,3954,Fatma A.,Bursa,Teslim Edildi,2026-01-05,2026-01-08
KRG-3955,3955,Cemre Y.,Balıkesir,Teslim Edildi,2026-01-04,2026-01-05
KRG-3956,3956,Elif S.,Antalya,Teslim Edildi,2026-01-05,2026-01-08
KRG-3957,3957,Ali M.,Kocaeli,Teslim Edildi,2026-01-05,2026-01-08
KRG-3958,3958,Burak T.,İstanbul,Teslim Edildi,2026-01-05,2026-01-06
KRG-3959,3959,Burak T.,Adana,Teslim Edildi,2026-01-04,2026-01-06
KRG-3961,3961,Mehmet D.,Antalya,Teslim Edildi,2026-01-05,2026-01-06
KRG-3962,3962,Cemre Y.,Bursa,Teslim Edildi,2026-01-06,2026-01-09
KRG-3963,3963,Mehmet D.,Kocaeli,Teslim Edildi,2026-01-05,2026-01-07
KRG-3965,3965,Ayşe K.,Ankara,Teslim Edildi,2026-01-06,2026-01-09
KRG-3966,3966,Elif S.,Ankara,Teslim Edildi,2026-01-05,2026-01-06
KRG-3968,3968,Ayşe K.,Balıkesir,İade Teslim Alındı,2026-01-05,2026-01-08
KRG-3969,3969,Zeynep C.,Balıkesir,Teslim Edildi,2026-01-06,2026-01-09
KRG-3970,3970,Ali M.,İzmir,Teslim Edildi,2026-01-05,2026-01-06
KRG-3971,3971,Ayşe K.,Adana,Teslim Edildi,2026-01-05,2026-01-08
KRG-3972,3972,Ali M.,Kocaeli,Teslim Edildi,2026-01-06,2026-01-08
KRG-3973,3973,Ayşe K.,İzmir,Teslim Edildi,2026-01-06,2026-01-08
KRG-3974,3974,Mehmet D.,Eskişehir,Teslim Edildi,2026-01-05,2026-01-06
KRG-3975,3975,Cemre Y.,Balıkesir,Teslim Edildi,2026-01-06,2026-01-09
KRG-3976,3976,Zeynep C.,İstanbul,Teslim Edildi,2026-01-06,2026-01-08
KRG-3978,3978,Elif S.,Ankara,Teslim Edildi,2026-01-06,2026-01-07
KRG-3979,3979,Burak T.,İzmir,Teslim Edildi,2026-01-06,2026-01-07
KRG-3981,3981,Ayşe K.,Balıkesir,Teslim Edildi,2026-01-07,2026-01-09
KRG-3982,3982,Cemre Y.,Samsun,Teslim Edildi,2026-01-06,2026-01-09
KRG-3983,3983,Fatma A.,Adana,Teslim Edildi,2026-01-07,2026-01-08
KRG-3984,3984,Zeynep C.,Balıkesir,Teslim Edildi,2026-01-06,2026-01-08
KRG-3985,3985,Caner B.,Antalya,Teslim Edildi,2026-01-07,2026-01-10
KRG-3986,3986,Caner B.,Kocaeli,Teslim Edildi,2026-01-06,2026-01-07
KRG-3987,3987,Mehmet D.,Samsun,Teslim Edildi,2026-01-07,2026-01-10
KRG-3988,3988,Burak T.,Bursa,Teslim Edildi,2026-01-06,2026-01-08
KRG-3989,3989,Caner B.,Eskişehir,Teslim Edildi,2026-01-07,2026-01-10
KRG-3990,3990,Burak T.,Balıkesir,Teslim Edildi,2026-01-07,2026-01-09
KRG-3991,3991,Ali M.,Bursa,Teslim Edildi,2026-01-08,2026-01-11
KRG-3992,3992,Ayşe K.,Balıkesir,Teslim Edildi,2026-01-08,2026-01-10
KRG-3993,3993,Mehmet D.,Ankara,Teslim Edildi,2026-01-07,2026-01-08
KRG-3994,3994,Mehmet D.,Samsun,Teslim Edildi,2026-01-07,2026-01-10
KRG-3995,3995,Ahmet Y.,İstanbul,Teslim Edildi,2026-01-07,2026-01-08
KRG-3996,3996,Ayşe K.,İzmir,Teslim Edildi,2026-01-08,2026-01-11
KRG-3997,3997,Elif S.,Ankara,İade Teslim Alındı,2026-01-07,2026-01-09
KRG-3998,3998,Fatma A.,Ankara,Teslim Edildi,2026-01-07,2026-01-10
KRG-3999,3999,Ahmet Y.,Eskişehir,Teslim Edildi,2026-01-07,2026-01-09
KRG-4000,4000,Ayşe K.,Eskişehir,Teslim Edildi,2026-01-07,2026-01-10
KRG-4001,4001,Zeynep C.,Samsun,Teslim Edildi,2026-01-08,2026-01-09
KRG-4002,4002,Cemre Y.,İstanbul,Teslim Edildi,2026-01-09,2026-01-10
KRG-4003,4003,Mehmet D.,Bursa,Teslim Edildi,2026-01-08,2026-01-10
KRG-4004,4004,Fatma A.,Ankara,Teslim Edildi,2026-01-09,2026-01-11
KRG-4005,4005,Elif S.,Bursa,Teslim Edildi,2026-01-09,2026-01-11
KRG-4006,4006,Caner B.,Samsun,Teslim Edildi,2026-01-09,2026-01-10
KRG-4007,4007,Burak T.,Antalya,Teslim Edildi,2026-01-08,2026-01-09
KRG-4008,4008,Ahmet Y.,Antalya,Teslim Edildi,2026-01-08,2026-01-09
KRG-4009,4009,Ayşe K.,Kocaeli,Teslim Edildi,2026-01-08,2026-01-11
KRG-4010,4010,Burak T.,Ankara,Teslim Edildi,2026-01-09,2026-01-12
KRG-4011,4011,Ayşe K.,Balıkesir,Teslim Edildi,2026-01-09,2026-01-12
KRG-4013,4013,Cemre Y.,Antalya,Teslim Edildi,2026-01-09,2026-01-10
KRG-4014,4014,Zeynep C.,Balıkesir,Teslim Edildi,2026-01-09,2026-01-11
KRG-4015,4015,Ali M.,Bursa,Teslim Edildi,2026-01-09,2026-01-12
KRG-4016,4016,Elif S.,Eskişehir,Teslim Edildi,2026-01-10,2026-01-11
KRG-4017,4017,Zeynep C.,Kocaeli,Teslim Edildi,2026-01-10,2026-01-13
KRG-4018,4018,Burak T.,İstanbul,Teslim Edildi,2026-01-10,2026-01-11
KRG-4019,4019,Mehmet D.,Eskişehir,Teslim Edildi,2026-01-10,2026-01-12
KRG-4020,4020,Mehmet D.,İzmir,Teslim Edildi,2026-01-10,2026-01-11
KRG-4021,4021,Ahmet Y.,Eskişehir,Teslim Edildi,2026-01-09,2026-01-10
KRG-4022,4022,Ahmet Y.,Kocaeli,Teslim Edildi,2026-01-09,2026-01-10
KRG-4023,4023,Caner B.,Bursa,Teslim Edildi,2026-01-10,2026-01-11
KRG-4024,4024,Burak T.,Eskişehir,Teslim Edildi,2026-01-10,2026-01-12
KRG-4025,4025,Ahmet Y.,Balıkesir,Teslim Edildi,2026-01-09,2026-01-12
KRG-4026,4026,Cemre Y.,Antalya,Teslim Edildi,2026-01-10,2026-01-11
KRG-4027,4027,Fatma A.,Eskişehir,Teslim Edildi,2026-01-10,2026-01-11
KRG-4028,4028,Mehmet D.,Balıkesir,İade Teslim Alındı,2026-01-11,2026-01-14
KRG-4029,4029,Cemre Y.,Ankara,Teslim Edildi,2026-01-11,2026-01-14
KRG-4030,4030,Elif S.,İzmir,Teslim Edildi,2026-01-11,2026-01-13
KRG-4031,4031,Ahmet Y.,Kocaeli,İade Teslim Alındı,2026-01-10,2026-01-12
KRG-4032,4032,Fatma A.,Balıkesir,Teslim Edildi,2026-01-11,2026-01-12
KRG-4034,4034,Elif S.,Bursa,Teslim Edildi,2026-01-11,2026-01-14
KRG-4035,4035,Fatma A.,Samsun,Teslim Edildi,2026-01-12,2026-01-14
KRG-4036,4036,Zeynep C.,Samsun,Teslim Edildi,2026-01-11,2026-01-14
KRG-4037,4037,Ayşe K.,Eskişehir,Teslim Edildi,2026-01-11,2026-01-13
KRG-4038,4038,Ali M.,Kocaeli,Teslim Edildi,2026-01-12,2026-01-13
KRG-4040,4040,Caner B.,İzmir,Teslim Edildi,2026-01-11,2026-01-14
KRG-4041,4041,Fatma A.,Bursa,Teslim Edildi,2026-01-12,2026-01-15
KRG-4042,4042,Zeynep C.,Adana,Teslim Edildi,2026-01-11,2026-01-14
KRG-4043,4043,Zeynep C.,Balıkesir,Teslim Edildi,2026-01-12,2026-01-15
